empresa;franquia;nome;endereco;bairro;cidade;estado;cep;telefone;horario_funcionamento;produtos_para;servicos_disponiveis
petz;1;Petz Shopping CenterVale;Av. Deputado Benedito Matarazzo, 9403;Jardim Oswaldo Cruz;São José dos Campos;SP;12215-900;(11) 2181-7363;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 12:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Golden Square;Avenida Kennedy, 700;Jardim do Mar;São Bernardo do Campo;SP;09726-252;(011) 2181-7356;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 12:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Grande Rio;R. Maria Soares Sendas, 111;Parque Barreto;São João de Meriti;RJ;25575-825;(21) 3161-7389;Segunda a sábado - das 08:00 às 22:00Domingo e Feriado - das 13:00 às 21:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Grand Plaza;Av. Industrial, 600;Centro;Santo André;SP;09080-510;(011) 2181-7362;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 12:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Itaguaçu;R. Gerôncio Thives, 1079;Barreiros;São José;SC;88117-292;(048) 3181-0700;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 12:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Jockey Plaza;R. Konrad Adenauer, 370;Tarumã;Curitiba;PR;82821-020;(041) 3017-9080;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 14:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Mauá;Av. Gov. Mario Covas Júnior, 01;Centro;Mauá;SP;09390-040;(011) 2181-7329;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 10:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Pantanal;Av. Historiador Rubens de Mendonça, 3.300;Jardim Aclimacao;Cuiabá;MT;78050-250;(065) 3025-8889;Segunda a sábado - das 10:00 às 22:00Domingo e Feriado - das 12:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Shopping Sul Valparaíso;Q. 1 Valparaíso Shopping, S/N;Parque Esplanada III;Valparaíso de Goiás;GO;72876-902;(061) 3221-7388;Segunda a sábado - das 09:00 às 22:00Domingo e Feriado - das 12:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Silva Jardim;Rua João Negrão, 1028;Rebouças;Curitiba;PR;82590-300;(41) 3017-9087;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;
petz;1;Petz Silviano Brandão;Av. Silviano Brandão, 2457;Sagrada Família;Belo Horizonte;MG;31015-015;(31) 3079-7386;Segunda a sábado - das 08:00 às 22:00Domingo e Feriado - das 08:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;
petz;1;Petz Sorocaba;Av. Dom Aguirre, 2121;Santa Rosália;Sorocaba;SP;18035-095;(015) 3331-8400;Todos os dias - das 08:00 às 22:00;Cachorros, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Sorocaba Tauste;Avenida General Carneiro, 1120 - Loja 08;Vila Lucy;Sorocaba;SP;18043-003;(015) 3331-8400;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Sumaré;Av. da Amizade, 2371;Parque Euclides Miranda;Sumaré;SP;13175-646;(019) 3341-7387;Segunda a sábado - das 08:00 às 22:00Domingo - das 09:00 às 21:00Feriado - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Farmácia
petz;1;Petz Suzano;Rua Sete de Setembro, 555;Parque Suzano;Suzano;SP;08673-900;(011) 2181-7347;Segunda a sábado - das 09:00 às 22:00Domingo e Feriado - das 10:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Taboão da Serra;R. do Tesouro, 662;Taboão da Serra;São Paulo;SP;06754-190;(011) 2181-7309;Todos os dias - das 08:00 às 22:00;Cachorros, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Taguatinga;Quadra QS 1, Rua 212, S/N - Lote 11, 13 e 15;Areal (Águas Claras);Brasília;DF;71950-550;(061) 3221-7384;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Tamboré;Alameda Araguaia, 2179 - Parte A,junto a Kalunga;Tamboré;Barueri;SP;06455-000;(11) 2181-7385;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Tatuí;Rua São Bento, 287;Centro;Tatuí;SP;18270-820;(15) 3331-8400;Todos os dias - das 08:00 às 22:00;;
petz;1;Petz Tauste Campinas;Av. dos Imbês, 52;Alphaville Dom Pedro;Campinas;SP;13097-172;(19) 3341-7384;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa
petz;1;Petz Teodoro Sampaio;Rua Teodoro Sampaio, 1424;Pinheiros;São Paulo;SP;05406-100;(011) 2181-7336;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Teotônio Vilela;Av. Senador Teotônio Vilela , 4482;Vila Sao Jose;São Paulo;SP;04864-001;(011) 2181-7312;Todos os dias - das 08:00 às 22:00;Cachorros, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Teresina;Av. João XXIII, 1176;Noivos;Teresina;PI;64049-010;(086) 3025-8511;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Torquato Tapajós;Av. Torquato Tapajós, 313;Flores;Manaus;AM;69048-660;(092) 3024-6531;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Torres;Av. Com. Franco, 2958;Guabirotuba;Curitiba;PR;81520-000;(041) 3528-7389;Todos os dias - das 09:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Trimais;Av. Tucuruvi, 220 - Shopping Trimais;Tucuruvi;São Paulo;SP;02305-002;(011) 2181-7334;Segunda a sábado - das 09:00 às 22:00Domingo e Feriado - das 09:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Uberaba;Av. Leopoldino de Oliveira, 4001;Estados Unidos;Uberaba;MG;38010-000;(034) 3480-3876;Segunda a sábado - das 08:00 às 22:00Domingo e Feriado - das 08:00 às 20:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Farmácia
petz;1;Petz Uberlândia;Av. Rondon Pacheco, 505;Tabajaras;Uberlândia;MG;38400-242;(034) 3306-9093;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Várzea Grande;Av. João Ponce de Arruda, 1096;Centro Norte;Várzea Grande;MT;78030-485;(065) 3025-8891;Segunda a sábado - das 08:00 às 22:00Domingo e Feriado - das 08:00 às 20:00;Cachorros, Peixes, Outros pets, Casa e Jardim;Farmácia
petz;1;Petz Vicente Rao;Av. Professor Vicente Rao, 1700;Jardim Petropolis;São Paulo;SP;04636-001;(011) 2181-7331;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Vila Galvão;R. Maria Primo de Jesus, 47;Vila Galvão;Guarulhos;SP;07056-040;(011) 2181-7338;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Farmácia
petz;1;Petz Vila Isabel;Rua Teodoro da Silva, 668;Vila Isabel;Rio de Janeiro;RJ;20560-025;(21) 3161-7391;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Vila Mariana;Rua Vergueiro, 2604;Vila Mariana;São Paulo;SP;04102-000;(011) 2181-7322;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Farmácia
petz;1;Petz Vila Matilde;Avenida Conde de Frontin, 2416;Tatuapé;São Paulo;SP;03501-000;(011) 2181-7319;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Farmácia
petz;1;Petz Vila Velha;Rodovia do Sol, 256;Itapuã;Vila Velha;ES;29102-320;(027) 3022-5308;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Vitória;Av. Nossa Senhora da Penha, 1819;Santa Lucia;Vitória;ES;29056-075;(027) 3022-5308;Segunda a domingo - das 08:00 às 23:00Feriado - das 09:00 às 18:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia, Petz Play
petz;1;Petz Vitória da Conquista;Av. Olivia Flores, 973;Candeias;Vitória da Conquista;BA;45028-610;(77) 3142-0027;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;
petz;1;Petz Washington Luís;Av. Washington Luís, 2737;Brooklin;São Paulo;SP;04662-003;(011) 2181-7485;Todos os dias - das 08:00 às 00:00;Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Banho e tosa, Unidade Veterinária, Farmácia
petz;1;Petz Washington Soares;Av. Washington Soares, 2300;Edson Queiroz;Fortaleza;CE;60810-350;(085) 3031-5592;Todos os dias - das 08:00 às 22:00;Cachorros, Gatos, Pássaros, Peixes, Outros pets, Casa e Jardim;Unidade Veterinária, Farmácia, Petz Play
