empresa;nome;endereco;cidade;bairro;estado;cep;latitude;longitude;data_extracao
petland;Petland Brasílio Mall;Rua Brasílio Machado;São Bernardo do Campo;Centro;SP;09715-140;;;10/10/2025
petland;Petland Bom Fim;Praça da Alfândega;Porto Alegre;Centro Histórico;RS;90010-150;;;10/10/2025
petland;Petland Avenida T1;Avenida T 1;Goiânia;Setor Bueno;GO;74210-025;;;10/10/2025
petland;Petland Enseada;Avenida Dom Pedro I;Guarujá;Enseada;SP;11440-000;;;10/10/2025
petland;Petland Vinhais;Rua do Arame;São Luís;Vinhais;MA;65074-380;;;10/10/2025
petland;Petland Vila São Francisco;Avenida Martin Luther King;São Paulo;Cidade São Francisco;SP;05352-020;;;10/10/2025
petland;Petland Vila Mirim;Rua Primeiro de Maio;Praia Grande;Mirim;SP;11704-710;;;10/10/2025
petland;Petland Vila Madalena;Rua Natingui;São Paulo;Vila Madalena;SP;05443-001;;;10/10/2025
petland;Petland Presidente Prudente;Rua Álvares Machado;Presidente Prudente;Vila Euclides;SP;19015-450;;;10/10/2025
petland;Petland Varginha;Avenida Francisco Navarra;Varginha;Centro;MG;37006-003;;;10/10/2025
petland;Petland Unaí;Rua Eli Pinto de Carvalho;Unaí;Cruzeiro;MG;38616-010;;;10/10/2025
petland;Petland Tirol;Avenida Hermes da Fonseca;Natal;Tirol;RN;59020-315;;;10/10/2025
petland;Petland São Caetano do Sul;Rua Rafael Correa Sampaio;São Caetano do Sul;Santa Paula;SP;09541-250;;;10/10/2025
petland;Petland Santos Dumont;;Santos Dumont;;MG;36240-000;;;10/10/2025
petland;Petland Santo Antônio;Rua das Magnólias;Guarujá;Jardim Primavera;SP;11432-320;;;10/10/2025
petland;Petland Saboo;Rua Flaminio Levy;Santos;Saboó;SP;11085-080;;;10/10/2025
petland;Petland Presidente Venceslau;;Presidente Venceslau;;SP;19400-000;;;10/10/2025
petland;Petland Presidente Vargas;;Presidente Venceslau;;SP;19400-000;;;10/10/2025
petland;Petland Petrópolis;Avenida Protásio Alves;Porto Alegre;Petrópolis;RS;90410-003;;;10/10/2025
petland;Petland Ilhabela;;Ilhabela;;SP;11630-000;;;10/10/2025
petland;Petland Perdizes;Rua Apinajés;São Paulo;Perdizes;SP;05017-000;;;10/10/2025
petland;Petland Península;Avenida São Marcos;São Luís;São Marcos;MA;65077-310;;;10/10/2025
petland;Petland Pedro Marques;Rua Pedro Marques;Itapetininga;Centro;SP;18200-270;;;10/10/2025
petland;Petland Santana Pedro Doll;Rua Pedro Doll;São Paulo;Santana;SP;02404-000;;;10/10/2025
petland;Petland Paulista;Rua Bela Cintra;São Paulo;Consolação;SP;01415-001;;;10/10/2025
petland;Petland Parque das Américas;Rua Bolívia;Mauá;Parque das Américas;SP;09350-636;;;10/10/2025
petland;Petland Papini;;São Paulo;;SP;04805-110;;;10/10/2025
petland;Petland Nicomedes;Avenida Nicomedes Alves dos Santos;Uberlândia;Morada da Colina;MG;38411-106;;;10/10/2025
petland;Petland Nebraska;Rua Nebraska;São Paulo;Brooklin Novo;SP;04560-010;;;10/10/2025
petland;Petland Matozinhos;Avenida Tomé Portes Del Rei;São João Del Rei;Vila Santo Antônio (Matozinhos);MG;36305-058;;;10/10/2025
petland;Petland Pinheiros – Mateus Grou;Rua Mateus Grou;São Paulo;Pinheiros;SP;05415-050;;;10/10/2025
petland;Petland José Menino;Rua Rei Jorge VI;Santos;José Menino;SP;11065-310;;;10/10/2025
petland;Petland Jasmim;Rua Jasmim;Campinas;Chácara Primavera;SP;13087-460;;;10/10/2025
petland;Petland Jardim dos Colibris;Avenida Josué Ferreira da Silva;Indaiatuba;Jardim dos Colibris;SP;13349-125;;;10/10/2025
petland;Petland Janga;Avenida Doutor Cláudio José Gueiros Leite;Paulista;Janga;PE;53437-000;;;10/10/2025
petland;Petland Jaguaribe;Avenida Flora;Osasco;Bussocaba;SP;06053-130;;;10/10/2025
petland;Petland Jaboticabeiras;Praça Marta de Miranda de El Rei;Taubaté;Padre Cursino;SP;12030-760;;;10/10/2025
petland;Petland Independência;Avenida Independência;Taubaté;Independência;SP;12031-000;;;10/10/2025
petland;Petland Higienópolis;Praça Vilaboim;São Paulo;Higienópolis;SP;01241-010;;;10/10/2025
petland;Petland Guaianazes Otelo;Rua Otelo Augusto Ribeiro;São Paulo;Guaianazes;SP;08412-000;;;10/10/2025
petland;Petland Jaú;Rua General Isidoro;Jaú;Chácara Braz Miraglia;SP;17207-270;;;10/10/2025
petland;Petland Garcia;;Aracaju;;SE;49025-330;;;10/10/2025
petland;Petland Formiga;Avenida Doutor Henrique Braga;Formiga;Centro;MG;35570-030;;;10/10/2025
petland;Petland Santa Rosa;Avenida Expedicionário Weber;Santa Rosa;Central;RS;98787-000;;;10/10/2025
petland;Petland Dom Nery;Rua Dom Nery;Valinhos;Vila Embaré;SP;13271-170;;;10/10/2025
petland;Petland Dom Joaquim;Avenida Dom Joaquim;Pelotas;Centro;RS;96020-260;;;10/10/2025
petland;Petland Dom Bosco;Avenida Brigadeiro Eduardo Gomes;Belo Horizonte;Dom Bosco;MG;30850-222;;;10/10/2025
petland;Petland Cupecê;Avenida Cupecê;São Paulo;Jardim Prudência;SP;04365-000;;;10/10/2025
petland;Petland Cidade Nova;Rua Armando Salles de Oliveira;Indaiatuba;Vila Todos os Santos;SP;13330-585;;;10/10/2025
petland;Petland Bento Gonçalves;Rua Olavo Bilac;Bento Gonçalves;Cidade Alta;RS;95700-362;;;10/10/2025
petland;Petland Canal 3;Avenida Washington Luís;Santos;Gonzaga;SP;11055-000;;;10/10/2025
petland;Petland Campo Belo;Rua Conde de Porto Alegre;São Paulo;Campo Belo;SP;04608-002;;;10/10/2025
petland;Petland Cambuí;Rua dos Bandeirantes;Campinas;Cambuí;SP;13024-010;;;10/10/2025
petland;Petland Botucatu;Avenida Doutor Vital Brasil;Botucatu;Vila São Lúcio;SP;18603-193;;;10/10/2025
petland;Petland Bom Retiro;Rua Olga Assunção;Betim;Novo Horizonte;MG;32606-016;;;10/10/2025
petland;Petland Benjamin Constant;Avenida Benjamin Constant;Porto Alegre;Floresta;RS;90550-005;;;10/10/2025
petland;Petland 13 de Julho;;Aracaju;;SE;49025-630;;;10/10/2025
petland;Petland Batatais;;Batatais;;SP;14300-000;;;10/10/2025
petland;Petland Barra Muriaé;Rua Gil Moreira;Muriaé;Barra;MG;36884-112;;;10/10/2025
petland;Petland Avenida Brasil;Avenida Brasil;Campinas;Vila Itapura;SP;13023-075;;;10/10/2025
petland;Petland Araguaína;Rua Vinte e Cinco de Dezembro;Araguaína;Setor Central;TO;77804-030;;;10/10/2025
petland;Petland Anália Franco;Rua Professor João de Oliveira Torres;São Paulo;Jardim Anália Franco;SP;03337-010;;;10/10/2025
petland;Petland Aclimação;Avenida da Aclimação;São Paulo;Aclimação;SP;01531-000;;;10/10/2025
petland;Petland 5 de novembro;Avenida 5 de Novembro;Itapetininga;Vila Nastri;SP;18207-320;;;10/10/2025
petland;Petland Vila Mariana;Avenida Conselheiro Rodrigues Alves;São Paulo;Vila Mariana;SP;04014-011;;;10/10/2025
petland;Petland Vila Clementino;Rua Luís Góis;São Paulo;Mirandópolis;SP;04043-350;;;10/10/2025
petland;Petland Turu;Avenida São Luís Rei de França;São Luís;Turu;MA;65065-470;;;10/10/2025
petland;Petland Tatuapé;Rua Azevedo Soares;São Paulo;Vila Gomes Cardim;SP;03322-002;;;10/10/2025
petland;Petland Sinop;Avenida das Itaúbas;Sinop;Setor Comercial;MT;78550-196;;;10/10/2025
petland;Petland Rudge Ramos;Avenida Caminho do Mar;São Bernardo do Campo;Rudge Ramos;SP;09609-000;;;10/10/2025
petland;Petland Rio Madeira;Avenida Prefeito Chiquilito Erse;Porto Velho;Embratel;RO;76820-763;;;10/10/2025
petland;Petland Renascença;Avenida Jornalista Miércio Jorge;São Luís;Jardim Renascença;MA;65075-675;;;10/10/2025
petland;Petland Canal 6;Avenida Doutor Epitácio Pessoa;Santos;Boqueirão;SP;11045-301;;;10/10/2025
petland;Petland Pompéia;Rua Euclides da Cunha;Santos;Pompéia;SP;11065-101;;;10/10/2025
petland;Petland Pedreira;;Pedreira;;SP;13920-000;;;10/10/2025
petland;Petland Passos;Praça Geraldo da Silva Maia;Passos;Centro;MG;37900-096;;;10/10/2025
petland;Petland Parque Pinheiros;Rua Doutor Mário Augusto Pereira;Taboão da Serra;Jardim São Paulo;SP;06767-330;;;10/10/2025
petland;Petland Oficinas;;Ponta Grossa;;PR;84045-959;;;10/10/2025
petland;Petland Mooca;Avenida Paes de Barros;São Paulo;Mooca;SP;03114-000;;;10/10/2025
petland;Petland Moema Pássaros;Avenida Pavão;São Paulo;Indianópolis;SP;04516-012;;;10/10/2025
petland;Petland Moema Índios;Alameda dos Nhambiquaras;São Paulo;Indianópolis;SP;04090-011;;;10/10/2025
petland;Petland Marapé;Rua Godofredo Fraga;Santos;Marapé;SP;11070-400;;;10/10/2025
petland;Petland Praia Grande Mallet;Avenida Marechal Mallet;Praia Grande;Canto do Forte;SP;11700-405;;;10/10/2025
petland;Petland Mackenzie Mall;Avenida Tucunaré;Barueri;Tamboré;SP;06460-020;;;10/10/2025
petland;Petland Jóquei Clube;Avenida Jóquei Clube;Teresina;Jóquei;PI;64049-240;;;10/10/2025
petland;Petland João Fiúsa;Avenida Professor João Fiúsa;Ribeirão Preto;Jardim Botânico;SP;14024-250;;;10/10/2025
petland;Petland Jardins;Rua Bela Cintra;São Paulo;Consolação;SP;01415-001;;;10/10/2025
petland;Petland Jaguaríuna;Avenida Antonio Pinto Catão;Jaguariúna;Loteamento Capotuna;SP;13912-180;;;10/10/2025
petland;Petland Itararé;Avenida Presidente Wilson;São Vicente;Itararé;SP;11320-001;;;10/10/2025
petland;Petland Homero;Avenida Homero Castelo Branco;Teresina;Planalto;PI;64050-010;;;10/10/2025
petland;Petland Guilhermina;Avenida Presidente Kennedy;Praia Grande;Guilhermina;SP;11702-205;;;10/10/2025
petland;Petland Graça;Rua da Graça;Salvador;Graça;BA;40150-055;;;10/10/2025
petland;Petland Embaré;Avenida Doutor Epitácio Pessoa;Santos;Boqueirão;SP;11045-300;;;10/10/2025
petland;Petland Canal 2;Avenida Doutor Bernardino de Campos;Santos;Campo Grande;SP;11065-003;;;10/10/2025
petland;Petland Canal 1;Avenida Senador Pinheiro Machado;Santos;Marapé;SP;11075-001;;;10/10/2025
petland;Petland Campolim;Avenida Antônio Carlos Comitre;Sorocaba;Parque Campolim;SP;18047-620;;;10/10/2025
petland;Petland Boqueirão;Rua Bento de Abreu;Santos;Boqueirão;SP;11045-140;;;10/10/2025
petland;Petland Batel;Rua Comendador Araújo;Curitiba;Centro;PR;80420-000;;;10/10/2025
petland;Petland Aparecida;Rua Alexandre Martins;Santos;Aparecida;SP;11025-201;;;10/10/2025
petland;Petland Alphaville;Avenida Yojiro Takaoka;Santana de Parnaíba;Alphaville;SP;06541-038;;;10/10/2025
petland;Petland Holandeses;Avenida dos Holandeses;São Luís;Calhau;MA;65071-380;;;10/10/2025
petland;Petland Cohatrac;Rua Doze;São Luís;Cohatrac II;MA;65053-820;;;10/10/2025
petland;Petland Cohama;Avenida Atlântica;São Luís;Olho D'Água;MA;65067-430;;;10/10/2025
petland;Petland Belvedere;Avenida Luíz Paulo Franco;Belo Horizonte;Belvedere;MG;30320-570;;;10/10/2025
petlove;Loja Braz Leme;Av. Braz Leme 1200;São Paulo;Santana;SP;02525-050;;;10/10/2025
petlove;Loja Campo Belo;Rua Pascal 249;São Paulo;Campo Belo;SP;04616-001;;;10/10/2025
petlove;Loja Cidade Jardim;Av. Cidade Jardim 671;São Paulo;Jardim Paulistano;SP;16202-055;;;10/10/2025
petlove;Loja Moema;Av. Juriti 32;São Paulo;Vila Uberabinha;SP;04520-000;;;10/10/2025
petlove;Loja Oscar Freire;Rua Oscar Freire 440;São Paulo;Jardim Paulista;SP;01426-000;;;10/10/2025
petlove;Loja Perdizes;Rua Ministro Godoi 602;São Paulo;Perdizes;SP;05015-000;;;10/10/2025
petlove;Loja Petlove Ponta da Praia;Av Dino Bueno;Santos;Ponta da Praia;SP;11030-350;;;10/10/2025
petlove;Loja Portugal;Av. Portugal 751;Santo André;Vila Bastos;SP;09040-011;;;10/10/2025
petlove;Loja Ribeirão Preto;Av. Dr. Ângelo Genaro Gallo 135;Ribeirão Preto;Jd. Nova Aliança;SP;14027-000;;;10/10/2025
petlove;Loja Santos;Av. Washington Luís 476;Santos;Gonzaga;SP;11055-000;;;10/10/2025
petlove;Loja Sócrates;Rua Sócrates 769;São Paulo;Vila Sofia;SP;04671-072;;;10/10/2025
petlove;Loja Tatuapé;Rua Airi 421;São Paulo;Vila Gomes Cardim;SP;03310-010;;;10/10/2025
petlove;Loja Tutóia;Rua Tutóia 286;São Paulo;Paraíso;SP;04007-001;;;10/10/2025
petlove;Quiosque Veros Hospital Veterinário;Av. Brigadeiro Luis Antônio 4643;São Paulo;Jardim Paulista;SP;01401-002;;;10/10/2025
petz;Petz Abelardo Bueno;Av. Embaixador Abelardo Bueno, 3140;Rio de Janeiro;Barra da Tijuca;RJ;22775-040;;;10/10/2025
petz;Petz Aclimação;Rua Muniz de Sousa, 450;São Paulo;Aclimação;SP;01534-000;;;10/10/2025
petz;Petz Afonso Pena;Av. Afonso Pena, 1022;Campo Grande;Amambai;MS;79005-671;;;10/10/2025
petz;Petz Agamenon;Av. Gov. Agamenon Magalhães, 3855;Recife;Santo Amaro;PE;50050-290;;;10/10/2025
petz;Petz Águas Claras;Av. Sibipiruna, 4;Brasília;Águas Claras;DF;71928-720;;;10/10/2025
petz;Petz Alameda Santos;Alameda Santos, 637;São Paulo;Cerqueira César;SP;01419-001;;;10/10/2025
petz;Petz Aldeota;Av. Barão de Studart, 999;Fortaleza;Aldeota;CE;60120-001;;;10/10/2025
petz;Petz Alphaville;Av. Alphaville, 580;Barueri;Alphaville;SP;06472-010;;;10/10/2025
petz;Petz Alto da Boa Vista;Av. Adolfo Pinheiro, 1600;São Paulo;Santo Amaro;SP;04734-004;;;10/10/2025
petz;Petz Americana;Av. Paulista, 985;Americana;Vila Nossa Sra. de Fatima;SP;13478-580;;;10/10/2025
petz;Petz Ana Costa;Avenida Ana Costa, 215;Santos;Gonzaga;SP;11060-001;;;10/10/2025
petz;Petz Anália Franco;Av. Regente Feijó, 677;São Paulo;Vila Regente Feijó;SP;03342-000;;;10/10/2025
petz;Petz Angélica;Av. Angélica, 2011;São Paulo;Higienópolis;SP;01227-200;;;10/10/2025
petz;Petz Anhaia Mello;"Av. Prof. Luiz Ignacio Anhaia Mello, 5657
                                             - Junto ao Roldao";São Paulo;Vila Graciosa;SP;03295-000;;;10/10/2025
petz;Petz Aracaju;Av. Ministro Geraldo Barreto Sobral, 140;Aracaju;Jardins;SE;49026-900;;;10/10/2025
petz;Petz Araçatuba;Av. Brasília, 2737;Araçatuba;Vila Sao Paulo;SP;16018-000;;;10/10/2025
petz;Petz Araraquara;Av.Padre Francisco Salles Culturato, 1272;Araraquara;Centro;SP;14802-000;;;10/10/2025
petz;Petz Arujá;"Estrada de Santa Isabel, 1278
                                             - Parque Nossa Sra. do Carmo";Arujá;Brasil;SP;07432-575;;;10/10/2025
petz;Petz Assaí Anchieta;Rua Garcia Lorca, 301;São Bernardo do Campo;Paulicéia;SP;09695-000;;;10/10/2025
petz;Petz Assaí Colinas;Av. Jorge Zarur, 100;São José dos Campos;Jardim Apolo;SP;12243-081;;;10/10/2025
petz;Petz Assaí Maracanã;"Rua José Higino, 115
                                             - Dentro do Assai Maracana";Rio de Janeiro;Maracanã;RJ;20520-201;;;10/10/2025
petz;Petz Assaí Penha;Av. São Miguel, 962;São Paulo;Penha de França;SP;03620-000;;;10/10/2025
petz;Petz Assis Chateaubriand;Av. Assis Chateaubriand, 17;Goiânia;St. Oeste;GO;74130-015;;;10/10/2025
petz;Petz Augusta;Rua Augusta , 215;São Paulo;Bela Vista;SP;01305-000;;;10/10/2025
petz;Petz Avenida das Américas Recreio;Avenida das Américas, 12700;Rio de Janeiro;Barra da Tijuca;RJ;22793-329;;;10/10/2025
petz;Petz Avenida do Contorno;Av. do Contorno, 2171;Belo Horizonte;Santa Efigênia;MG;30110-017;;;10/10/2025
petz;Petz Avenida Dos Estados;Av. dos Estados, 6973;Santo André;Parque Jaçatuba;SP;09270-270;;;10/10/2025
petz;Petz Avenida Goiás;Avenida Goiás, 889;São Caetano do Sul;Santo Antônio;SP;09521-310;;;10/10/2025
petz;Petz Avenida Interlagos;Av. Interlagos, 2000;São Paulo;Jardim Marajoara;SP;04660-002;;;10/10/2025
petz;Petz Avenida Milão;Av. Milão, 531;Goiânia;Jardim Europa;GO;74325-030;;;10/10/2025
petz;Petz Balneário Camboriú;Av. do Estado Dalmo Vieira, 4888;Balneário Camboriú;Estados;SC;88339-060;;;10/10/2025
petz;Petz Bandeirantes;Av. dos Bandeirantes, 2040;São Paulo;Vila Olímpia;SP;04553-902;;;10/10/2025
petz;Petz Bangu Shopping;"Rua Fonseca, 240
                                             - Area Ext, proximo a Portaria 2";Rio de Janeiro;Bangu;RJ;21820-005;;;10/10/2025
petz;Petz Barra Américas;"Avenida das Américas, 6571
                                             - Lote 02 Pal 45164";Rio de Janeiro;Barra da Tijuca;RJ;22793-080;;;10/10/2025
petz;Petz Barreiro;Av. Sinfrônio Brochado, 1200;Belo Horizonte;Barreiro;MG;30640-000;;;10/10/2025
petz;Petz Bauru;RUA RUBENS PAGANI , 444;Bauru;Jardim Estoril;SP;17016-210;;;10/10/2025
petz;Petz Belém;Av. Nª Sra. de Nazaré, 139;Belém;Nazaré;PA;66035-445;;;10/10/2025
petz;Petz Belford Roxo;Av. Jorge Júlio da Costa dos Santos, 971;Belford Roxo;Centro;RJ;26130-010;;;10/10/2025
petz;Petz Bento Gonçalves;R. Fortaleza, 362;Bento Gonçalves;Botafogo;RS;95700-000;;;10/10/2025
petz;Petz BestCenter Jacareí;R. Barão de Jacareí, 625;Jacareí;Jardim Mesquita;SP;12308-000;;;10/10/2025
petz;Petz Betim;Av. Juiz Marco Tulio Isaac, 470;Betim;Parque das Industrias;MG;32671-072;;;10/10/2025
petz;Petz Blumenau;R. São Paulo, 1629;Blumenau;Itoupava Seca;SC;89030-001;;;10/10/2025
petz;Petz Boa Viagem;Rua Professor João Medeiros, 139;Recife;Boa Viagem;PE;51020-000;;;10/10/2025
petz;Petz Bosque Maia;Av. Paulo Faccini, 1385;Guarulhos;Macedo;SP;07111-000;;;10/10/2025
petz;Petz Botafogo;Rua General Polidoro, 113;Rio de Janeiro;Botafogo;RJ;22280-004;;;10/10/2025
petz;Petz Botucatu;Av. Dr. Vital Brasil, 645;Botucatu;Vila Sao Lucio;SP;18603-193;;;10/10/2025
petz;Petz Brasília Asa Norte;"ST STN, Conjunto D, BLOCO 2/B, S/N
                                             - TERMINAL NORTE CONJ D BLOCO2/B";Brasília;Asa Norte;DF;70770-100;;;10/10/2025
petz;Petz Brasília Epia;Epia Sul, , Lote 3;Brasília;Candangolândia;DF;71738-010;;;10/10/2025
petz;Petz Brasília Jardim Botânico;"Av. Das Paineiras - Q. 1 Lote E , S/N
                                             - Proximo a Paroquia Santa Clara";Brasília;Jardim Botânico;DF;71681-025;;;10/10/2025
petz;Petz Brasília SIA;SIA trecho 02, Lotes 65/95 , 65/95;Brasília;Guará I;DF;71200-207;;;10/10/2025
petz;Petz Brasília W3 Norte;Comércio Residencial Norte, 502;Brasília;SHCN;DF;70297-400;;;10/10/2025
petz;Petz Brusque;R. Pref. Germano Schaeffer, 755;Brusque;Centro 1;SC;88353-020;;;10/10/2025
petz;Petz Bueno T63;"Av T63, S/N
                                             - Quadra 143 lote 4/13";Goiânia;Setor Bueno;GO;74230-105;;;10/10/2025
petz;Petz Butantã;"Av. Professor Francisco Morato, 1796
                                             - 1798";São Paulo;Butantã;SP;05512-200;;;10/10/2025
petz;Petz Cambuí;Av. Doutor Moraes Sales, 2326;Campinas;Nova Campinas;SP;13100-201;;;10/10/2025
petz;Petz Campinas Norte Sul;Av Jose de Sousa Campos, 200;Campinas;Nova Campinas;SP;13092-123;;;10/10/2025
petz;Petz Campo Grande;Av. Afonso Pena, 5420;Campo Grande;Chacara Cachoeira;MS;79040-010;;;10/10/2025
petz;Petz Campo Grande Rio;Estrada da Cachamorra, 200;Rio de Janeiro;Campo Grande;RJ;23040-125;;;10/10/2025
petz;Petz Canoas;Avenida Getúlio Vargas, 6401;Canoas;Marechal Rondon;RS;92020-020;;;10/10/2025
petz;Petz Caraguatatuba;Rua Vereador Antônio Cruz Arouca, 200;Caraguatatuba;Indaiá;SP;11665-100;;;10/10/2025
petz;Petz Carapicuíba;Avenida Inocêncio Seráfico, 3375;Carapicuíba;Vila Silva Ribeiro;SP;06380-021;;;10/10/2025
petz;Petz Carlos Berta;R. Antônio Carlos Berta, 151;Porto Alegre;Jardim Europa;RS;91340-020;;;10/10/2025
petz;Petz Carlos Luz;Avenida Presidente Carlos Luz, 710;Belo Horizonte;Caiçaras;MG;31230-010;;;10/10/2025
petz;Petz Carrefour Anchieta;Av .Marginal Direita Anchieta, 3398;São Paulo;Jardim Maria Estela;SP;04246-900;;;10/10/2025
petz;Petz Carrefour Imigrantes;"R. Ribeiro Lacerda, 940
                                             - Estacionamento G3 Carrefour";São Paulo;Bosque da Saúde;SP;04147-020;;;10/10/2025
petz;Petz Carrefour Manilha;"R. Oliveira Botelho, 349
                                             - Dentro do Carrefour Manilha";São Gonçalo;Neves;RJ;24425-005;;;10/10/2025
petz;Petz Carrefour Ribeirão Shopping;"Av Coronel Fernando Ferreira Leite, 1540
                                             - Ribeirao Shopping";Ribeirão Preto;Jardim Califórnia;SP;14026-020;;;10/10/2025
petz;Petz Carrefour São Caetano;"Avenida do Estado, 1750
                                             - junto ao Carrefour";São Caetano do Sul;Fundação;SP;09550-400;;;10/10/2025
petz;Petz Carrefour Tietê;Av. Morvan Dias de Figueiredo, 3177;São Paulo;Vila Guilherme;SP;02063-902;;;10/10/2025
petz;Petz Cascavel;Avenida Brasil, 4254;Cascavel;Centro;PR;85812-000;;;10/10/2025
petz;Petz Castelo;Av. Pres. Tancredo Neves, 3005;Belo Horizonte;Paquetá;MG;30840-535;;;10/10/2025
petz;Petz Catuai Londrina;"Rod. Mabio Gonçalves Palhano, 195
                                             - em frente ao Catuaí Shopping";Londrina;Gleba Fazenda Palhano;PR;86055-585;;;10/10/2025
petz;Petz Cavalhada;Av. Eduardo Prado, 415;Porto Alegre;Cavalhada;RS;91751-000;;;10/10/2025
petz;Petz Caxias do Sul;Av Rubens Bento Alves, 8457;Caxias do Sul;Cinquentenário;RS;95012-393;;;10/10/2025
petz;Petz Ceilândia;St. M-Norte , Q 1;Brasília;Taguatinga;DF;72145-100;;;10/10/2025
petz;Petz Center Minas;"Av. Pastor Anselmo Silvestre, 1395 , 1495
                                             - Shopping Center Minas";Belo Horizonte;Dom Joaquim;MG;31170-678;;;10/10/2025
petz;Petz Center Shopping Uberlândia;Av. João Naves de Ávila, 1331;Uberlândia;Tibery;MG;38405-140;;;10/10/2025
petz;Petz Cerro Corá;Rua Cerro Corá, 1950;São Paulo;Vila Romana;SP;05061-300;;;10/10/2025
petz;Petz Chapecó;Av. Fernando Machado, 1001D;Chapecó;Centro;SC;89802-111;;;10/10/2025
petz;Petz Cidade Jardim;"Av dos Tajuras, 147
                                             - 161";São Paulo;Cidade Jardim;SP;05670-000;;;10/10/2025
petz;Petz Congonhas;"Av. Moreira Guimarães,  631 
                                             - 657";São Paulo;Indianópolis;SP;04074-030;;;10/10/2025
petz;Petz Contagem;"Av. Babita Camargos, 1295
                                             - Loja 03";Contagem;Cidade Industrial;MG;32210-180;;;10/10/2025
petz;Petz Contagem João Cesar;Av. João César de Oliveira, 5750;Contagem;Funcionários;MG;32040-000;;;10/10/2025
petz;Petz Continente;R. Martinho Boschetti, 2083;São José;Picadas do Sul;SC;88106-110;;;10/10/2025
petz;Petz Copacabana;Av. Nossa Senhora de Copacabana, 1246;Rio de Janeiro;Copacabana;RJ;22070-012;;;10/10/2025
petz;Petz Cotia;"Rodovia Raposo Tavares KM 21, 5650
                                             - Acesso tambem pela Rua Damasco";Cotia;Lageadinho;SP;06709-015;;;10/10/2025
petz;Petz Criciúma;Av. Centenário, 6323;Criciúma;Próspera;SC;88801-001;;;10/10/2025
petz;Petz Cristiano Machado;Av. Cristiano Machado, 10688;Belo Horizonte;Jardim Guanabara;MG;31742-005;;;10/10/2025
petz;Petz Diadema;Av. Fábio Eduardo Ramos Esquivel, 1100;Diadema;Centro;SP;09920-578;;;10/10/2025
petz;Petz Diário de Notícias;Avenida Diário de Notícias, 1500;Porto Alegre;Cristal;RS;90810-080;;;10/10/2025
petz;Petz Divinópolis;R. Minas Gerais, 640;Divinópolis;Centro;MG;35500-007;;;10/10/2025
petz;Petz Djalma Batista;Av. Djalma Batista, 3000;Manaus;Chapada;AM;69050-010;;;10/10/2025
petz;Petz Dom Pedro;"Av. Guilherme Campos, 500
                                             - Shopping Parque Dom Pedro";Campinas;Centro (Pq Dom Pedro Shopping);SP;13087-901;;;10/10/2025
petz;Petz Dourados;Av. Marcelino Pires, 4226;Dourados;Jardim Caramuru;MS;79830-000;;;10/10/2025
petz;Petz Edgar Facó;Av. Gen. Edgar Facó, 848;São Paulo;Vila Arcadia;SP;02924-400;;;10/10/2025
petz;Petz Enseada;"Av. Dom Pedro I, S/N
                                             - LOTE 1 E 2";Guarujá;ENSEADA;SP;11440-110;;;10/10/2025
petz;Petz Estação Goiânia;"Avenida Goiás, 2151
                                             - QD 21, Lote. Area Compl. Qd 2.";Goiânia;Setor Central;GO;74010-010;;;10/10/2025
petz;Petz Fernando Corrêa;Avenida Fernando Corrêa da Costa, 1682;Cuiabá;Pico do Amor;MT;78065-000;;;10/10/2025
petz;Petz Ferraz de Vasconcelos;Avenida Brasil, 2015;Ferraz de Vasconcelos;Vila Romanopolis;SP;08529-310;;;10/10/2025
petz;Petz Florianópolis;"Rodovia José Carlos Daux, 5500
                                             - Square SC Corporate";Florianópolis;Saco Grande;SC;88032-005;;;10/10/2025
petz;Petz Foz do Iguaçu;Av. Paraná, 1314;Foz do Iguaçu;Região Central;PR;85863-754;;;10/10/2025
petz;Petz Franca;Av. Dr. Ismael Alonso Y Alonso, 450;Franca;Jardim Veneza;SP;14400-190;;;10/10/2025
petz;Petz Gama Leste;SIND QI 1 - Pte. Alta Norte, S/N;Brasília;Gama;DF;72445-010;;;10/10/2025
petz;Petz Gastão Vidigal;Av. Dr. Gastão Vidigal, 1555;São Paulo;Vila Leopoldina;SP;05314-000;;;10/10/2025
petz;Petz Gilberto Salomão;BL. F, Shis Qi 5 Conjunto 16, 5;Brasília;Lago Sul;DF;71615-560;;;10/10/2025
petz;Petz Giovanni Gronchi;Av. Giovanni Gronchi, 3280;São Paulo;Vila Sonia;SP;05651-002;;;10/10/2025
petz;Petz Giovanni Pirelli;Rua Giovanni  Battista Pirelli, 1645;Santo André;Vila Homero Thon;SP;09111-340;;;10/10/2025
petz;Petz Governador Valadares;Av. Brasil, 3611;Governador Valadares;Centro;MG;35010-070;;;10/10/2025
petz;Petz Gravataí;"Av. Dorival Candido Luz de Oliveira, 900
                                             - Cohab C";Gravataí;Centro;RS;94030-000;;;10/10/2025
petz;Petz Guarujá;Av. Adhemar de Barros, 1935;Guarujá;Jardim Helena Maria;SP;11430-003;;;10/10/2025
petz;Petz Guarulhos;Av. Guarulhos, 2598;Guarulhos;Ponte Grande;SP;07022-020;;;10/10/2025
petz;Petz Guarulhos Pimentas;Estr. Juscelino Kubtischek de Oliv., 4380;Guarulhos;Jardim Albertina;SP;07252-000;;;10/10/2025
